cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,workspace_pct_used,xythosfs_pct_used,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,high_usage,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
4,24.3,94.7,12,1.6,66.6,60.5,47,378,45,116,134,204,5,5,,,,,150,24299,151,41560,441,144281,441,144281,,138,24593,161,42220,2025-03-25T04:41:07+00:00
4,24.4,94.7,12,1.7,66.6,60.5,12,540,45,116,149,203,3,5,,,,,93,14183,97,31629,248,125474,248,125474,,84,14144,107,32289,2025-03-25T04:43:07+00:00
7,24.1,94.7,12,1.8,66.6,60.5,65,746,45,116,142,213,4,5,,,,,271,65894,303,63732,203,151220,203,151220,,262,68113,310,64194,2025-03-25T04:45:07+00:00
8,24.4,94.7,12,2,66.6,60.5,64,648,48,120,147,215,3,5,,,,,118,20077,136,43080,174,119259,174,119259,,108,20386,143,43542,2025-03-25T04:47:07+00:00
6,24.5,94.7,12,2,66.6,60.5,10,432,45,116,115,212,4,5,,,,,119,22028,130,40105,109,111052,109,111052,,114,23053,140,40765,2025-03-25T04:49:07+00:00
8,24.8,94.7,12,3.9,66.6,60.5,13,594,45,116,138,208,3,5,,,,,138,23256,148,41356,123,111613,123,111613,,129,23847,158,42016,2025-03-25T04:51:07+00:00
6,24.5,94.7,12,2,66.6,60.5,9,378,45,116,153,203,3,5,,,,,150,23458,163,43118,124,111832,124,111832,,126,20350,173,43778,2025-03-25T04:53:07+00:00
6,24.5,94.7,12,2,66.6,60.5,8,324,45,116,129,198,3,5,,,,,141,19848,154,38685,128,111847,128,111847,,116,16465,165,39411,2025-03-25T04:55:07+00:00
6,24.5,94.7,12,2.1,66.6,60.5,8,324,45,116,136,198,3,5,,,,,144,18736,155,34482,103,110573,103,110573,,128,18246,164,35076,2025-03-25T04:57:07+00:00
3,24,94.7,12,2.1,66.6,60.5,49,324,45,113,111,189,4,4,,,,,78,12420,78,29560,150,114377,150,114377,,76,13336,86,30088,2025-03-25T04:59:07+00:00
17,25.1,94.7,16,2.3,66.6,60.5,13,1235,45,147,197,303,9,14,,,,,5557,8558522,6139,2264674,1052,257871,1052,257871,,9227,8872286,7061,2322686,2025-03-25T05:01:07+00:00
13,24.7,95.9,13,5.4,66.6,60.5,6,260,45,128,175,251,5,9,,,,,118,19025,116,33136,174,116550,174,116550,,109,19336,124,33664,2025-03-25T05:03:07+00:00
10,25.1,95.9,14,2.5,66.6,60.5,6086,14873,45,139,238,291,16,12,,,,,431,148121,416,140741,449,170428,449,170428,,434,153523,439,142259,2025-03-25T05:05:07+00:00
10,24.6,95.9,12,2.4,66.6,60.5,60,536,45,125,259,251,17,8,,,,,716,313828,781,158329,650,1200442,650,1200442,,727,323214,795,159253,2025-03-25T05:07:07+00:00
5,24.4,95.9,12,2.5,66.6,60.5,130,2717,45,116,125,195,3,5,,,,,1035,639394,1039,515304,682,396234,682,396234,,1290,670011,1182,524742,2025-03-25T05:09:07+00:00
4,24.3,95.9,12,2.6,66.6,60.5,5,792,45,116,131,179,4,5,,,,,2399,2676268,3321,493026,573,358658,573,358658,,3387,2774293,3371,496326,2025-03-25T05:11:07+00:00
6,24.4,95.9,12,2.7,66.6,60.5,12,540,45,116,152,175,3,5,,,,,97,15881,102,32905,108,110833,108,110833,,88,15898,112,33565,2025-03-25T05:13:07+00:00
7,24.4,95.9,12,2.8,66.6,60.5,48,3460,45,116,129,174,3,5,,,,,161,31894,166,48168,196,118636,196,118636,,153,32790,178,48960,2025-03-25T05:15:07+00:00
9,24.8,95.9,12,3,66.6,60.5,52,648,45,116,144,173,3,5,,,,,1054,943729,1226,447013,379,215266,379,215266,,1477,985656,1347,454999,2025-03-25T05:17:07+00:00
6,24.4,95.9,12,2.8,66.6,60.5,11,486,45,116,117,174,3,5,,,,,100,16592,97,32472,116,111334,116,111334,,85,15676,107,33132,2025-03-25T05:19:07+00:00
6,24.4,95.9,12,2.9,66.6,60.5,56,216,45,116,140,176,3,5,,,,,155,21861,167,39702,112,111041,112,111041,,124,17658,178,40428,2025-03-25T05:21:07+00:00
6,24.4,95.9,12,3,66.6,60.5,61,486,45,116,147,178,3,5,,,,,1403,1382645,1735,449221,468,265179,468,265179,,1957,1435930,1830,455491,2025-03-25T05:23:07+00:00
6,24.4,95.9,12,3.1,66.6,60.5,10,432,45,116,129,172,3,5,,,,,98,16019,100,32700,120,111431,120,111431,,88,15901,110,33360,2025-03-25T05:25:07+00:00
8,24.6,95.9,12,3.2,66.6,60.5,15,702,45,119,148,187,4,6,,,,,571,315415,443,814066,163,132530,163,132530,,722,332538,881,842974,2025-03-25T05:27:07+00:00
8,24.7,95.9,12,3.3,66.6,60.5,100931,117431,45,119,113,187,3,6,,,,,5934,7150205,3437,6829926,168,150732,168,150732,,9998,7500322,7938,7177164,2025-03-25T05:29:07+00:00
10,24.8,95.9,23,3.3,66.6,60.5,15,1351,45,122,149,195,3,7,,,,,1067,641878,1081,526488,652,334761,652,334761,,1323,672965,1225,535916,2025-03-25T05:31:07+00:00
14,24.9,95.9,23,4.9,66.6,60.5,103,702,45,122,159,199,4,7,,,,,145,29066,160,46528,126,111821,126,111821,,144,30986,170,47188,2025-03-25T05:33:07+00:00
17,24.6,95.9,23,5.9,66.6,60.5,15,4339,45,121,143,202,5,6,,,,,3337,10216108,2870,1185151,1073,1429632,1073,1429632,,9614,10675251,3208,1207459,2025-03-25T05:35:07+00:00
11,24.6,96.2,23,8.5,66.6,60.5,71,324,45,119,151,243,4,6,,,,,422,377197,316,381227,201,122587,201,122587,,608,394634,524,394955,2025-03-25T05:37:07+00:00
10,24.6,97.2,23,10.2,66.6,60.5,14,648,45,119,126,229,3,6,,,,,150,28350,158,44506,212,119961,212,119961,,142,29175,168,45166,2025-03-25T05:39:07+00:00
4,24.2,97.2,12,3.7,66.6,60.5,60,432,45,113,155,238,7,4,,,,,176,34978,191,48149,198,118738,198,118738,,168,36167,201,48809,2025-03-25T05:41:07+00:00
3,24.2,97.2,12,3.7,66.6,60.5,9,378,45,113,151,217,3,4,,,,,144,28167,147,45106,128,113264,128,113264,,136,28908,155,45634,2025-03-25T05:43:07+00:00
11,24.3,97.2,12,3.8,66.6,60.5,9,643,45,118,130,232,3,5,,,,,1907,370179,1226,2712752,438,496178,438,496178,,1888,391984,2894,2802992,2025-03-25T05:45:07+00:00
6,24.6,97.2,12,3.9,66.6,60.5,10,432,45,116,145,241,3,5,,,,,118,20655,122,38468,117,111615,117,111615,,95,17165,133,39194,2025-03-25T05:47:07+00:00
6,24.7,97.2,12,4.1,66.6,60.5,51,432,45,116,118,228,3,5,,,,,118,22170,128,38769,133,112280,133,112280,,117,23712,138,39429,2025-03-25T05:49:07+00:00
7,24.7,97.2,12,4.2,66.6,60.5,12,540,45,118,138,229,3,5,,,,,130,25412,131,41397,146,113469,146,113469,,117,25026,141,42057,2025-03-25T05:51:07+00:00
7,24.7,97.2,12,4.2,66.6,60.5,9,378,45,118,147,232,3,5,,,,,129,24812,141,40176,121,111656,121,111656,,125,26043,151,40836,2025-03-25T05:53:07+00:00
7,25.1,97.2,12,4.4,66.6,60.5,102,594,48,122,130,231,3,5,,,,,204,63748,211,56320,173,151571,173,151571,,209,66872,220,56914,2025-03-25T05:55:07+00:00
7,24.7,97.2,12,4.3,66.6,60.5,9,378,45,118,139,229,5,5,,,,,105,13520,118,30096,153,114199,153,114199,,96,13649,126,30624,2025-03-25T05:57:07+00:00
4,24.3,97.2,12,4.3,66.6,60.5,8,324,45,115,120,216,4,4,,,,,102,17660,100,35129,188,117811,188,117811,,89,17047,110,35789,2025-03-25T05:59:07+00:00
5,24.3,97.2,12,4.4,66.6,60.5,60,86800,45,115,145,226,4,4,,,,,2339,124008,841,5792064,99,108835,99,108835,,2315,151546,4497,5989620,2025-03-25T06:01:07+00:00
6,24.3,97.2,12,4.4,66.6,60.5,57,618,45,115,145,227,4,4,,,,,135,32588,143,46119,134,117603,134,117603,,114,29468,154,46845,2025-03-25T06:03:07+00:00
4,24.3,97.2,12,4.5,66.6,60.5,9,378,45,115,127,223,3,4,,,,,3576,6368449,1794,6602706,275,662282,275,662282,,7233,6646630,6225,6895152,2025-03-25T06:05:07+00:00
4,24.4,97.1,12,4.5,66.6,60.5,110,378,45,117,138,230,3,4,,,,,127,24222,125,38485,585,205705,585,205705,,102,22435,135,39145,2025-03-25T06:07:07+00:00
4,24.4,97.1,12,4.6,66.6,60.5,15,702,45,117,121,228,3,5,,,,,158,26142,173,43550,138,115293,138,115293,,142,25848,183,44210,2025-03-25T06:09:07+00:00
12,24.2,97.1,15,0.2,66.6,61,9,4056,45,119,150,246,6,4,,,,,2508,1174242,2525,418933,143,113114,143,113114,,2517,1209201,2535,419593,2025-03-25T06:11:07+00:00
4,25.5,97.1,23,0.3,66.6,61,6,216,45,123,155,239,3,6,,,,,83,14239,87,31171,130,113364,130,113364,,74,14060,97,31831,2025-03-25T06:13:07+00:00
3,24.4,97.1,15,0.2,66.6,61,6,260,45,122,143,238,5,5,,,,,236,68117,240,68571,819,243783,819,243783,,210,67556,249,69165,2025-03-25T06:15:07+00:00
9,25.1,97.1,36,0.6,66.6,61,61,802,45,129,145,263,3,8,,,,,841,244431,904,229285,735,571811,735,571811,,855,256382,936,231397,2025-03-25T06:17:07+00:00
4,24.5,97,35,1,66.6,61,11,486,45,123,127,261,3,6,,,,,132,19614,147,37350,123,112483,123,112483,,123,20121,157,38010,2025-03-25T06:19:07+00:00
5,24.9,97,35,1.5,66.6,61,55,540,45,123,155,247,3,6,,,,,283,127133,318,73871,362,1338096,362,1338096,,302,131584,335,74993,2025-03-25T06:21:07+00:00
5,24.7,97,36,2.6,66.6,61,100,540,45,131,165,263,2,8,,,,,160,29381,176,50181,130,116815,130,116815,,151,30280,184,50709,2025-03-25T06:23:07+00:00
5,24.5,97,35,3.3,66.6,61,8,367,45,123,130,242,3,6,,,,,136,23187,150,40998,120,111431,120,111431,,126,23601,161,41768,2025-03-25T06:25:07+00:00
5,24.8,97,36,2.7,66.6,61,73,475,45,126,144,250,3,7,,,,,3431,2446859,2595,2223709,221,122791,221,122791,,4550,2568000,3902,2310015,2025-03-25T06:27:07+00:00
5,24.8,97,21,0.2,66.6,61,63,654,48,141,130,257,6,6,,,,,5509,4441765,4087,4029820,165,115728,165,115728,,7647,4656375,6526,4190794,2025-03-25T06:29:07+00:00
7,25.3,97,23,0.6,66.6,61,10,432,48,140,152,248,4,7,,,,,5927,5456885,3927,5075481,147,114331,147,114331,,8768,5723745,7224,5293083,2025-03-25T06:31:07+00:00
6,24.9,97,23,0.5,66.6,61,12,540,48,137,157,248,4,7,,,,,157,27758,180,48122,144,113039,144,113039,,133,24748,191,48848,2025-03-25T06:33:07+00:00
7,24.9,97,23,1.8,66.6,61,9,378,45,124,133,242,4,7,,,,,91,10979,93,27025,126,112366,126,112366,,74,9598,103,27685,2025-03-25T06:35:07+00:00
10,25.2,97,23,2.8,66.6,61,10,432,45,124,153,232,4,7,,,,,551,650092,332,644542,154,115429,154,115429,,909,680687,739,671464,2025-03-25T06:37:07+00:00
7,24.8,97,23,3.3,66.6,61,12,540,45,124,121,233,3,7,,,,,683,672365,508,553585,159,127263,159,127263,,1022,702148,846,575893,2025-03-25T06:39:07+00:00
4,24.6,97.2,23,5.9,66.6,61,10,432,45,121,146,212,5,6,,,,,146,19845,166,35731,163,116779,163,116779,,131,19447,176,36391,2025-03-25T06:41:07+00:00
1,24.5,97.2,15,0.2,66.6,61.1,10,492,45,118,163,215,6,5,,,,,98,17797,100,31672,110,110937,110,110937,,89,17828,110,32332,2025-03-25T06:43:07+00:00
12,25.1,97.2,23,3.6,66.6,61.1,11,486,45,124,132,232,3,7,,,,,293,98824,303,71481,389,159906,389,159906,,287,101501,317,72405,2025-03-25T06:45:07+00:00
11,25,97.6,23,7,66.6,61.1,12,680,45,124,147,224,3,7,,,,,6070,1336683,6243,1186682,212,289980,212,289980,,6163,1425648,6268,1188260,2025-03-25T06:47:07+00:00
13,25.4,97.7,23,3.8,66.6,61.1,58,240963,45,126,114,233,3,7,,,,,2290,116929,846,5597988,199,128119,199,128119,,2278,147183,4397,5789862,2025-03-25T06:49:07+00:00
6,25,97.7,23,4.9,66.6,61.1,29,594,45,124,141,228,3,7,,,,,189,46134,205,53003,149,113472,149,113472,,184,47703,215,53663,2025-03-25T06:51:07+00:00
10,25.1,97.7,23,5.8,66.6,61.1,11,486,45,124,152,230,4,7,,,,,1145,103049,642,2553674,134,111525,134,111525,,1124,114336,2069,2647856,2025-03-25T06:53:07+00:00
10,25.1,97.7,23,12.8,66.6,61.1,8,324,45,124,128,228,3,7,,,,,161,27084,177,45988,139,113783,139,113783,,136,23981,188,46714,2025-03-25T06:55:07+00:00
9,25,98.4,23,20.1,66.6,61.1,48,432,45,124,142,228,4,7,,,,,137,23677,157,34303,191,150227,191,150227,,115,20541,163,34699,2025-03-25T06:57:07+00:00
6,24.8,100,23,24.8,66.6,61.1,14,648,45,121,128,214,4,6,,,,,2523,129741,895,6158495,139,113987,139,113987,,2514,163722,4842,6371729,2025-03-25T06:59:07+00:00
10,25.1,100,23,18.8,66.6,61.1,332,378,46,130,149,246,3,8,,,,,2644,978380,2592,1355938,2240,4392368,2240,4392368,,2667,1015960,3087,1382896,2025-03-25T07:01:07+00:00
19,25,100,15,10.2,66.6,61.1,140,691,45,127,160,248,4,7,,,,,3565,1508383,3365,1544273,204,226055,204,226055,,3599,1559780,4007,1579103,2025-03-25T07:03:07+00:00
4,24.6,100,23,1.2,66.6,61.1,13,594,45,124,136,240,3,7,,,,,164,25714,189,44315,184,119015,184,119015,,147,25355,196,44777,2025-03-25T07:05:07+00:00
6,24.7,100,23,1.9,66.6,61.1,64,648,45,124,147,243,3,7,,,,,171,41679,179,59871,168,118633,168,118633,,163,42991,187,60399,2025-03-25T07:07:07+00:00
3,24.4,100,23,2.2,66.6,61.1,8,324,45,121,114,224,4,6,,,,,147,28234,167,46569,113,111093,113,111093,,140,29083,178,47295,2025-03-25T07:09:07+00:00
2,24.3,100,15,0.2,66.6,61.1,8,428,45,118,172,209,8,5,,,,,413,239338,440,103078,463,244475,463,244475,,422,244967,469,104992,2025-03-25T07:11:07+00:00
7,24.6,100,23,1.5,66.6,61.1,98,432,45,127,160,239,4,8,,,,,183,30675,212,43402,110,110937,110,110937,,179,32662,222,44062,2025-03-25T07:13:07+00:00
12,24.5,100,23,4,66.6,61.2,10,432,45,125,148,232,5,6,,,,,1074,530252,1110,163468,1512,2628215,1512,2628215,,1079,544328,1117,163886,2025-03-25T07:15:07+00:00
9,24.6,100,15,0.2,66.6,61.2,11,530,45,130,160,266,4,7,,,,,623,263024,713,143546,1147,634905,1147,634905,,617,268999,726,144404,2025-03-25T07:17:07+00:00
7,24.7,100,23,1.3,66.6,61.2,60,432,48,127,135,234,5,6,,,,,150,26336,161,46577,112,111041,112,111041,,126,23228,170,47171,2025-03-25T07:19:07+00:00
8,24.3,100,23,5.4,66.6,61.2,12,540,45,123,149,231,4,6,,,,,1471,478222,1077,1930751,173,252202,173,252202,,1580,501683,2193,2004407,2025-03-25T07:21:07+00:00
15,25.7,100,29,0.7,66.6,61.2,134,324,45,141,187,323,6,12,,,,,660,293963,628,253851,561,420448,561,420448,,668,299926,671,256689,2025-03-25T07:23:07+00:00
15,25,100,29,1.8,66.6,61.2,7,270,45,137,179,303,7,10,,,,,187,36655,218,54206,452,143820,452,143820,,175,37500,228,54866,2025-03-25T07:25:07+00:00
18,25.4,100,29,3.5,66.6,61.2,20,1615,45,138,165,295,3,11,,,,,3444,2048864,2669,2429712,135,116996,135,116996,,4348,2155979,4068,2522106,2025-03-25T07:27:07+00:00
8,25.8,100,21,1,66.6,61.2,57,844,45,138,151,300,6,11,,,,,5302,4476600,3882,4070522,167,125469,167,125469,,7576,4700744,6382,4235522,2025-03-25T07:29:07+00:00
8,25.4,100,21,0.5,66.6,61.2,11,3471,45,138,170,318,7,11,,,,,8531,7655910,6334,6521322,618,918270,618,918270,,12188,8015403,10330,6785102,2025-03-25T07:31:07+00:00
15,25.6,100,29,2.4,66.6,61.3,11,999,48,141,179,307,4,10,,,,,796,214537,872,215654,666,534909,666,534909,,803,224693,891,216908,2025-03-25T07:33:07+00:00
13,25,100,23,1.9,66.6,61.3,12,540,45,135,189,312,8,10,,,,,167,29660,188,43849,244,125140,244,125140,,162,31105,198,44509,2025-03-25T07:35:07+00:00
15,25.1,100,19,0.4,66.6,61.3,9,546,45,135,168,320,5,10,,,,,1148,895178,856,879443,377,138060,377,138060,,1543,936573,1311,909473,2025-03-25T07:37:07+00:00
10,24.9,100,23,0.4,66.6,61.3,64,638,45,134,201,306,9,9,,,,,1378,532985,1610,436805,277,218627,277,218627,,1383,551273,1730,444725,2025-03-25T07:39:07+00:00
14,24.9,100,28,2.1,66.6,61.3,58,324,45,137,155,308,3,10,,,,,154,23855,183,40578,1278,219787,1278,219787,,141,24079,193,41238,2025-03-25T07:41:07+00:00
8,24.8,100,24,6.9,66.6,61.3,102,648,45,136,231,312,7,9,,,,,430,114026,528,1171699,747,225411,747,225411,,396,115004,1210,1216711,2025-03-25T07:43:07+00:00
11,24.7,100,24,6.9,66.6,61.3,15,745,45,128,145,275,3,7,,,,,522,185464,583,108174,264,212773,264,212773,,492,186694,592,108768,2025-03-25T07:45:07+00:00
9,25.5,100,27,5.7,66.6,61.3,12,820,45,138,170,322,5,11,,,,,1024,444881,1116,368384,470,161035,470,161035,,1050,457391,1165,371618,2025-03-25T07:47:07+00:00
12,26.3,100,29,8.4,66.6,61.3,11,845,45,138,165,319,7,11,,,,,844,308914,976,241030,206,120063,206,120063,,864,321851,998,242482,2025-03-25T07:49:07+00:00
20,26.3,100,30,12.6,66.6,61.3,58,874,45,139,217,331,11,10,,,,,1925,786712,1994,393151,1400,1675106,1400,1675106,,1941,812471,2023,395125,2025-03-25T07:51:07+00:00
16,26.1,100,29,12.3,66.6,61.3,65,1878,45,143,217,361,8,12,,,,,1627,746214,1887,391691,336,139619,336,139619,,1748,776667,1927,394331,2025-03-25T07:53:07+00:00
10,25.7,100,30,13.5,66.6,61.3,68,864,45,140,171,336,5,11,,,,,835,483203,811,552115,408,145753,408,145753,,1013,506597,1010,565237,2025-03-25T07:55:07+00:00
12,25.7,100,19,0.3,66.6,61.7,17,4834,45,137,193,334,9,10,,,,,2593,1663925,2882,696088,1425,1090436,1425,1090436,,2926,1718581,2988,702980,2025-03-25T07:57:07+00:00
0,23.4,99.8,0.9,0.2,66.6,61.7,13,594,45,113,146,249,6,2,,,,,120,21371,128,36180,114,111145,114,111145,,97,17909,139,36906,2025-03-25T07:59:07+00:00
74,29,99.5,1.9,0.2,66.6,61.7,8,324,45,113,167,231,6,2,,,,,178,34337,213,43961,99,109898,99,109898,,150,30676,219,44357,2025-03-25T08:01:07+00:00
6,29.8,99.5,2.4,0.2,66.6,61.7,7,492,45,121,166,286,5,4,,,,,1016,354177,976,321912,266,33792,266,33792,,1029,364976,1029,325410,2025-03-25T08:03:08+00:00
7,31.1,99.5,2.1,0.2,66.6,61.7,4,108,45,120,131,275,4,2,,,,,2135,717153,2175,461027,144,113120,144,113120,,2169,747754,2216,463733,2025-03-25T08:05:07+00:00
8,32.3,99.5,2.1,0.2,66.6,61.7,70,208206,45,124,145,273,3,3,,,,,239,30889,199,312438,110,111082,110,111082,,233,33092,360,321264,2025-03-25T08:07:07+00:00
10,31.9,99.5,2.6,0.2,66.6,61.7,9,319071,45,130,128,291,4,5,,,,,295,27001,229,436403,346,133838,346,133838,,287,29856,481,450137,2025-03-25T08:09:07+00:00
10,30.5,99.5,2.1,0.2,66.6,61.7,13,234522,45,127,186,301,9,4,,,,,318,37773,261,413393,268,126423,268,126423,,309,40884,481,425405,2025-03-25T08:11:07+00:00
4,28.7,100,2,0.2,66.6,61.7,58,324,45,120,186,270,6,2,,,,,92,15032,102,29870,114,111145,114,111145,,83,14979,108,30266,2025-03-25T08:13:07+00:00
4,28.8,99.9,2,0.2,66.6,61.7,13,594,45,120,138,255,3,2,,,,,1421,439911,1154,1371006,113,111067,113,111067,,1432,459701,1963,1414812,2025-03-25T08:15:07+00:00
3,28.9,99.9,2,0.2,66.6,61.7,77,648,45,120,145,253,3,2,,,,,794,90916,703,667175,116,111249,116,111249,,782,100226,1068,687011,2025-03-25T08:17:07+00:00
6,28.8,99.9,2,0.2,66.6,61.7,9,507,45,120,117,249,3,2,,,,,5048,1999525,5183,928933,975,2378812,975,2378812,,5154,2075442,5215,931001,2025-03-25T08:19:07+00:00
8,28.9,99.9,2,0.2,66.6,61.7,11,1227,45,122,149,256,3,2,,,,,458,76248,365,681079,157,119254,157,119254,,465,82357,748,706357,2025-03-25T08:21:07+00:00
3,28.9,99.9,2,0.2,66.6,61.7,11,486,45,122,154,256,4,2,,,,,105,18138,106,34015,129,111925,129,111925,,97,18333,116,34675,2025-03-25T08:23:07+00:00
4,28.8,100,2.1,0.2,66.6,61.7,7,270,45,122,132,258,4,2,,,,,140,19825,150,35180,144,114249,144,114249,,131,20361,160,35840,2025-03-25T08:25:07+00:00
5,29.1,100,2.1,0.2,66.6,61.7,4,168,45,127,139,267,3,3,,,,,4655,2169483,4091,1778123,116,111249,116,111249,,5395,2282434,4983,1836995,2025-03-25T08:27:07+00:00
6,29.4,100,2.2,0.2,66.6,61.7,11,562,45,125,121,262,3,3,,,,,5965,4703035,4395,4157719,139,160371,139,160371,,8251,4936674,6963,4327251,2025-03-25T08:29:07+00:00
5,29.3,100,2.2,0.2,66.6,61.7,58,448,45,125,155,263,5,3,,,,,5891,4336895,4616,3851983,123,111763,123,111763,,7971,4555794,6931,4004773,2025-03-25T08:31:07+00:00
6,29.2,100,2.2,0.2,66.6,61.7,12,584,45,125,177,263,5,3,,,,,260,49408,252,117786,231,214455,231,214455,,245,51231,287,120222,2025-03-25T08:33:07+00:00
11,29.3,100,2.3,0.2,66.6,61.7,12,3632,45,128,146,274,4,4,,,,,990,639542,994,365802,912,829842,912,829842,,1183,665577,1138,375306,2025-03-25T08:35:07+00:00
9,23.6,100,0.9,0.2,66.6,61.7,43,1431,45,124,141,267,3,3,,,,,1763,2246609,967,2174192,1013,252324,1013,252324,,3006,2351263,2355,2265800,2025-03-25T08:37:07+00:00
6,23.6,100,0.9,0.2,66.6,61.7,10,432,45,122,127,258,4,3,,,,,743,971564,494,895008,142,134174,142,134174,,1291,1016684,1023,929922,2025-03-25T08:39:07+00:00
1,23.4,100,0.8,0.2,66.6,61.7,14,220896,45,123,152,269,4,2,,,,,825,305856,917,284338,108,110979,108,110979,,822,315935,927,285160,2025-03-25T08:41:07+00:00
1,23.4,100,0.8,0.2,66.6,61.7,4,108,45,123,150,261,4,2,,,,,61,8950,59,23876,137,112341,137,112341,,53,8529,69,24536,2025-03-25T08:43:07+00:00
4,23.5,100,0.9,0.2,66.6,61.7,60,432,45,126,133,269,3,3,,,,,306,106790,313,78416,322,144154,322,144154,,300,109649,327,79340,2025-03-25T08:45:07+00:00
2,23.8,100,0.9,0.2,66.6,61.7,8,324,45,126,143,264,3,3,,,,,127,22096,138,37815,117,111447,117,111447,,106,18864,149,38541,2025-03-25T08:47:07+00:00
6,24.1,100,1.3,0.4,66.6,61.7,45,314,45,132,136,292,6,5,,,,,413,120315,451,83262,149,126275,149,126275,,406,121860,462,83988,2025-03-25T08:49:07+00:00
5,24,100,0.9,0.2,66.6,61.7,10,611,45,129,157,279,5,4,,,,,1383,816831,1454,292374,1923,2918502,1923,2918502,,1544,846054,1521,296064,2025-03-25T08:51:07+00:00
4,24.1,100,0.9,0.2,66.6,61.7,14,4009,45,129,165,268,3,4,,,,,440,283062,502,127708,850,854310,850,854310,,512,293227,530,129556,2025-03-25T08:53:07+00:00
6,24.1,100,0.9,0.3,66.6,61.7,13,691,45,129,147,274,3,4,,,,,4289,1720368,4316,700387,2658,4220355,2658,4220355,,4371,1783505,4382,704683,2025-03-25T08:55:07+00:00
4,24.1,100,0.9,0.3,66.6,61.7,63,723,45,127,154,264,4,4,,,,,1353,623139,1246,868088,1644,3457587,1644,3457587,,1453,647880,1700,898160,2025-03-25T08:57:07+00:00
2,23.7,100,0.8,0.2,66.6,61.7,6,3821,45,126,130,258,10,3,,,,,932,514553,990,228872,1264,2202072,1264,2202072,,1030,533758,1040,232172,2025-03-25T08:59:07+00:00
3,23.6,100,0.8,0.2,66.6,61.7,10,3489,45,125,158,253,5,2,,,,,1166,663458,1225,264337,1513,3237549,1513,3237549,,1283,686757,1286,268363,2025-03-25T09:01:07+00:00
2,23.6,100,0.8,0.2,66.6,61.7,10,519,45,125,174,248,3,2,,,,,918,519204,960,218348,1524,2729044,1524,2729044,,1007,537183,1013,221846,2025-03-25T09:03:07+00:00
0,23.4,100,0.8,0.2,66.6,61.7,3,54,45,122,133,243,4,1,,,,,147,24235,159,37125,119,111671,119,111671,,140,25001,169,37785,2025-03-25T09:05:07+00:00
0,23.4,100,0.8,0.2,66.6,61.7,6,216,45,122,139,246,3,1,,,,,79,12063,80,26503,119,111697,119,111697,,73,12134,91,27289,2025-03-25T09:07:07+00:00
1,23.4,100,0.8,0.2,66.6,61.7,12,540,45,122,122,241,3,1,,,,,134,24861,148,39761,121,111805,121,111805,,113,21727,159,40487,2025-03-25T09:09:07+00:00
1,23.3,100,0.8,0.2,66.6,61.7,7,270,45,120,134,218,4,1,,,,,112,19974,118,35301,115,111493,115,111493,,91,16532,129,36027,2025-03-25T09:11:07+00:00
1,23.3,100,0.8,0.2,66.6,61.7,56,216,45,120,148,220,3,1,,,,,1259,128300,529,2719420,220,204720,220,204720,,1267,146125,2305,2836636,2025-03-25T09:13:07+00:00
9,23.4,100,0.8,0.2,66.6,61.7,9,422,45,124,136,242,3,1,,,,,3481,2883741,3567,444659,817,1427685,817,1427685,,3486,2931806,3576,445177,2025-03-25T09:15:07+00:00
1,23.4,100,0.8,0.2,66.6,61.7,10,432,45,122,147,253,4,1,,,,,442,79541,330,555337,110,111087,110,111087,,435,84520,669,573763,2025-03-25T09:17:07+00:00
2,23.4,100,0.8,0.2,66.6,61.7,5,162,45,122,116,249,3,1,,,,,112,21665,115,34864,122,112003,122,112003,,100,20991,125,35524,2025-03-25T09:19:07+00:00
0,23.4,100,0.8,0.2,66.6,61.7,71,486,45,122,153,249,3,1,,,,,83,15615,89,29674,108,111129,108,111129,,76,15568,99,30334,2025-03-25T09:21:07+00:00
1,23.3,100,0.8,0.2,66.6,61.7,6,432,45,120,150,243,4,1,,,,,1247,223988,708,2125830,310,475922,310,475922,,1248,240765,2061,2199018,2025-03-25T09:23:07+00:00
0,23.3,100,0.8,0.2,66.6,61.7,42,108,45,120,126,242,3,1,,,,,94,18360,106,33011,131,113899,131,113899,,91,19167,116,33671,2025-03-25T09:25:07+00:00
4,23.6,100,0.9,0.2,66.6,61.7,1937,497,45,123,184,257,8,2,,,,,4517,2597490,3830,2225089,535,559235,535,559235,,5555,2727748,5046,2305345,2025-03-25T09:27:07+00:00
2,23.6,100,0.9,0.2,66.6,61.7,58,384,48,127,118,256,4,2,,,,,4672,3548799,3474,3178366,144,114327,144,114327,,6321,3721366,5410,3306142,2025-03-25T09:29:07+00:00
